question,total_token_counts
저는 정부의 복지 지원을 받는 저소득자입니다,3201
최근에 일자리를 잃어 어려움을 겪고 있어서 음식과 옷 같은 기본 필수품을 구매할 수 없는 상황입니다,2592
상담 받는 분의 가족 집이 화재로 파괴되어 생활할 곳이 없습니다,1699
최근에 심각한 질병이 판정되어 비용이 많이 드는 치료가 필요합니다,2807
"상담 받는 분은 가정 폭력을 경험한 싱글 부모이며, 자녀와 함께 안정된 가정 환경을 유지하기가 어렵습니다",1684
저소득 개인이 자녀의 교육용품과 교육 비용을 지불하기 어려운 상황입니다,1507
"저는 최근에 싱글 부모가 되었는데, 일과 아이 돌보는 것을 동시에 하기가 정말 힘들어요",3769
저는 일자리를 잃었고 생계 유지하기가 힘들어요,1908
저는 10대이고 부모님이 이혼하려고 해요,1853
저는 싱글 부모이고 아이의 기본 생활비를 제공하기가 경제적으로 힘들어요,4291
"저는 다문화적인 배경을 가지고 있고, 때로 차별을 당하기도 해요",1475
최근에 일자리를 잃었고 생활비에 어려움을 겪고 있어,1730
노인 어머니가 혼자 살고 일상생활에 어려움을 겪고 있어,1558
"최근에 이 나라로 이민 왔는데, 현지의 이용 가능한 자원에 대해 잘 몰라",1630
제 아이가 장애를 가지고 있어서 적절한 서비스와 지원을 찾는 것에 압도되고 있어,3274
정신 건강 문제를 겪고 있고 일상생활에 영향을 주고 있어,3692
최근에 직장을 잃어서 월세를 내기가 힘들어요,1815
제가 장애가 있어서 제 필요에 맞는 가격이 저렴한 주거지를 찾는게 어려워요,3442
저는 한 부모로서 제가 가족을 위한 집을 구입할 여력이 없어요,6675
"제 조부모님은 전쟁 시기의 학대 피해자였고, 우리는 경제적으로 어려움을 겪고 있어요",2795
"제가 최근에 북한에서 이주했는데, 제가 살 곳이 없어요",3920
저는 소득이 적은 단부모이고 가족을 위한 주택을 어려움을 겪고 있습니다,5625
최근에 일을 잃어 도시에서 저렴한 주택을 찾는 데 어려움을 겪고 있습니다,5452
저는 장애를 가지고 있어 휠체어 이동이 가능한 주택이 필요합니다,1896
"저는 미래를 위해 돈을 저축하려고 하는 청소년이지만, 같은 사람들을 위한 저렴한 주택 옵션이 있는가요?",4716
노인 부모님들이 현재 주택을 유지하기 어렵다고 합니다,3011
대학생이고 지금 공부하고 있는데 집이 없어서 어떻게 해야 할까요?,2562
저는 어린 아이와 함께 한 부모이고 우리는 월세 아파트에 살고 있어요,2406
저는 혼자 사는 노인이고 현재 주거비를 감당하기 어렵습니다,2308
저는 자영업자로 스스로 사업을 시작하려고 합니다,2785
저는 현재 산업단지에서 일하고 있는데 주변에서 저렴한 주거를 찾기 어렵습니다,2609
"신혼자인데, 배우자와 첫 집을 사려고 돈을 저축하고 있어요",2894
"노인 부모님이 저와 함께 살고 있는데, 저희처럼 다세대 가족에 적합한 주택 솔루션을 찾고 있어요",7730
"저는 혼자 자녀를 둔 싱글 부모이고, 안정적이면서 가격이 저렴한 주거 옵션이 필요해요",3525
제가 장애인이라서 접근성이 좋고 필요한 조건을 충족시키는 주거 옵션을 찾고 있어요,2001
제 소득이 낮은 편이고 집 구매 경험이 없어요,3071
"저 최근에 결혼했는데, 제 배우자와 저는 저렴한 주택을 찾기가 어려워요",5832
"제가 평생 동안 부모님과 함께 살았는데, 이제 독립해서 집을 가지고 싶어요",5337
"저는 한부모 가정이고, 제 아이들을 위한 안정된 주거를 제공하기가 어려워요",2023
"저는 점점 나이를 먹고 있는데, 시니어로서 적합한 주거를 할 수 있는지 걱정돼요",1365
우리 가족은 많은 아이들이 있어서 모든 사람들에게 넉넉하고 저렴한 주택을 찾는 것이 점점 어려워지고 있어요,4680
"새로 결혼한 지 얼마 안 됐는데, 저희는 저렴한 집을 찾고 있어요",5867
저는 싱글 부모로써 안정된 집을 찾는 데 어려움을 겪고 있어요,4396
대학을 졸업했고 첫 직장을 시작했어요,2291
저는 장애를 가지고 있어서 접근 가능한 집을 찾는 데 어려움을 겪고 있어요,1481
저는 현재 실직 중이고 경제적으로 어려운 상황에 처해 있어요,2524
"저는 독신 부모로, 아이에게 안정된 주거 환경을 제공하기 위해 고민입니다",2020
최근에는 팬데믹으로 인해 일자리를 잃어 월세를 감당하는 데 어려움을 겪고 있습니다,1593
"저는 부모님 집을 나와 처음으로 독립한 젊은 성인으로, 저렴한 주택을 찾는 데 도움이 필요합니다",5824
저는 장애가 있어 지역 내에서 이동이 용이한 주택 옵션을 찾고 있습니다,4188
고정 수입으로 생활하는 노인으로 월세를 지불하기가 어렵습니다,2337
"상담 속 최근에 새로운 도시로 이사를 왔는데, 저렴한 주택을 찾기 어렵습니다",5456
"상담 속 제 파트너가 저에게 폭력을 행사했고, 안전한 곳에 머물 수 있는 곳이 필요합니다",2418
"상담 속 저는 범죄 피해자이며, 현재의 집에 머무르는 것이 안전하지 않은 것 같습니다",2274
"상담 속 저는 싱글 부모로, 아이들과 함께 살기에 적합한 곳을 찾는 데 어려움을 겪고 있습니다",3273
"상담 속 저는 임시 숙소에서 살고 있는데, 더 안정적인 주택 옵션을 찾고 있습니다",6262
"최근에 일자리를 잃어버렸고, 월세를 낼 돈에 어려움을 겪고 있어요",2042
아버지가 갑자기 돌아가셔서 이제 가족들이 생계에 어려움을 겪고 있어요,3188
차 사고에 연루되어서 지금은 갚을 수 없는 의료비가 쌓여 있어요,1507
"집이 자연재해로 인해 손상되었고, 수리할 수단이 없어요",1929
"남편이 팬데믹으로 인해 일자리를 잃었고, 아이들이 굶주리는 상황입니다",3486
최근에 직장을 잃어서 월세를 내기 어렵습니다,1813
저는 장애가 있어서 현재의 주거 환경이 접근하기 어렵습니다,3980
"저는 어린 성인이고, 부모님 집에서 나갈 돈이 없어요",2745
"저는 노인이고, 제 현재 집은 수리가 필요한데 돈을 내기 어렵습니다",2192
제 소득이 낮아서 이 지역에서 저렴한 주택을 찾기 어렵습니다,5444
"나는 사적 건물을 가지고 있는데, 슬레이트 지붕이 수리가 필요해",1665
"최근에 슬레이트 지붕이 있는 집을 구매했는데, 지붕이 새고 내부에 피해를 일으키고 있어",2305
"나는 시골 지역에 살고 있고, 집에 슬레이트 지붕이 있다",2477
"난 저소득 주택 소유주인데, 슬레이트 지붕이 복구가 불가능한 정도로 손상되어 교체가 필요해",2484
"슬레이트 벽이 있는 거주하지 않는 건물을 소유하고 있는데, 일부 부분이 붕괴되고 있어요",2301
저는 생계를 유지하기 힘든 싱글 맘입니다,3757
"저는 최근 은퇴를 했고, 저렴한 주택 옵션을 찾고 있습니다",5893
"저는 신체적 장애가 있고, 접근성 기능이 없는 오래된 아파트에 살고 있습니다",1972
"조부모님께서는 20년이 넘게 자기 집에 살고 있는데, 유지보수를 관리하는 것이 점점 어려워지고 있습니다",2044
저는 저소득자로서 오랜 시간 동안 아파트를 렌트하고 있습니다,3272
"나는 방금 새 아파트에 이사를 왔는데, 가스 파이프와 호스가 상당히 오래되어 낡아 보인다",3711
"어머니가 최근에 부엌용  가스 실린더를 사용하기 시작했는데, 고무 호스를 사용하는 것을 걱정하고 있어요",2156
"저는 어린 아이와 함께 사는데, 가스 시설이 안전하고 확실한지 확인하고 싶어요",1451
저는 유체 장애가 있어 가스 실린더를 접근하고 다루기 어렵습니다,3323
최근에 집을 리모델링하면서 가스 파이프가 손상되어 가스 공급을 안전하게 복원해야 합니다,1782
내가 최근에 새 집을 사서 에너지 비용을 절약할 방법을 찾고 있어,2657
나는 오랜 시간 일하고 요리할 시간이 별로 없어,3906
나는 학생이고 공부에 도움이 필요해,2095
요즘 스트레스를 많이 받고 마음을 편하게 하고 싶어,2292
집에 물건이 많은데 정리하고 조직화하고 싶어,3799
저는 저소득층 가정에 살고 매달 전기 요금 납부에 고민이 있어요,4658
저는 장애가 있어서 제 필요를 충족시켜줄 일자리를 찾는 데 도움이 필요해요,2495
우리 가족은 영양한 식사를 제공하기 위해 애를 쓰고 있어요,2113
"최근에 일자리를 잃어버렸고, 집세와 공과금을 지불하는 데 재정적 도움이 필요해요",2983
저는 혼자 사는 노인이고 일상적인 가사를 처리하는 데 어려움이 있어요,1739
최근에 직장을 잃어서 청구할 수가 없어요,1806
"제 아이가 심각한 질병을 가지고 있는데, 계속되는 의료 치료로 인해 정말로 힘들어요",2129
저는 혼자서 자녀를 불리고 생계유지를 힘들게 하고 있어요,1566
"저는 장애를 가지고 있는데, 어떤 서비스에 접근하는 데 어려움을 겪고 있어요",1784
"저는 혼자 사는 노인이고, 가끔 기본 생활비에 어려움을 겪습니다",2811
저는 소득이 적어 생활을 버티기 힘들어요,2320
제 아이가 만성 질병을 진단받았어요,3840
집에는 곰팡이와 먼지가 많아요,1845
저는 혼자 지낼 수 있는 가격이 저렴한 주택을 찾는데 도움이 필요해요,4930
저희 어르신들이 알레르기와 호흡기 질환으로 고생하고 있어요,3017
최근에 일자리를 잃어서 지불해야 할 계산서에 고민이에요,2087
저는 싱글 부모이고 보육비를 감당하기 힘들어요,2257
저는 장애가 있어서 일상 생활에 도움이 필요한데 어떤 도움이 있을까요?,2151
제가 저소득 학생인데 대학 등록금을 감당하기 어려워요,3875
저는 노인이고 건강 관련 비용에 도움이 필요해요,3051
"신혼 부부여서 연간 수입이 5천만원인데, 처음 집을 사려고 하는데 계산한대로 대출금을 갚을 돈이 없어요",2128
저는 두 자녀를 둔 싱글 부모입니다,3811
"저는 30대 직장인이고, 자기 집을 사기 위해 저축을 해오고 있는데, 올라가는 부동산 가격 때문에 합리적인 가격의 선택지를 찾기가 어려워요",3318
"저는 시골 지역에 살고 있는데, 늘 여기에 집을 사고 싶었습니다",4622
저는 아파트를 빌리고 있는 노인입니다,4288
저는 이제 19살이 되었는데 집을 소유하고 있지 않아요,5787
"저는 두 자녀를 둔 싱글 부모이고, 저렴한 주택을 찾는 데 어려움을 겪고 있어요",6151
저는 최근에 일자리를 잃어서 월세를 내기가 어려워요,1825
"저는 장애가 있는 사람이고, 저희 집의 접근성을 위해 개조가 필요해요",1709
"저는 저소득의 노인이고, 집을 따뜻하게 유지하는 비용을 감당할 수 없어요",2009
"최근에 결혼해서 새로운 집으로 이사하려고 하는데, 보증금을 내기에 돈이 부족해요",2077
"저는 두 자녀를 둔 싱글 부모이고, 더 큰 집으로 이사가야 하는데 보증금을 마련할 돈이 없어요",2470
"다른 도시에서 일자리를 제안받았는데, 새 아파트의 보증금을 지금은 마련할 수 없어요",2080
재개발 프로젝트의 일원이 되어 새로운 집의 보증금에 도움이 필요해요,3660
"첫 집을 구매하고 싶은 청년 전문직이지만, 계약금에 대한 재정적 지원이 필요해요",3031
저는 결혼한 지 얼마 안 된 부부입니다,1585
제가 한 부모로 두 자녀를 키우고 있는 상황입니다,3814
제가 최근에 다른 도시로 전근한 새로운 직장을 갖게 되었습니다,1382
제 소득이 제한되어 있어 시골 지역에서 주택을 임대하고 있는데 월세를 낼 수 없는 상황입니다,2916
제가 장애인이라서 거주지의 접근성과 이동성을 향상시키기 위해 주택 개조가 필요합니다,3615
